WEEK_DATA
n070w16

REQUIREMENTS
Early HeadNurse (1,1) (0,0) (0,0) (0,0) (0,0) (1,1) (1,1)
Early Nurse (3,5) (3,4) (3,5) (1,2) (1,4) (1,1) (2,2)
Early Caretaker (3,7) (5,6) (4,6) (3,5) (5,6) (2,4) (1,3)
Early Trainee (1,2) (1,1) (1,1) (2,3) (1,2) (1,1) (1,1)
Day HeadNurse (1,1) (1,1) (0,0) (1,1) (0,0) (0,0) (1,1)
Day Nurse (1,3) (1,2) (2,4) (2,3) (3,4) (2,3) (1,1)
Day Caretaker (4,7) (2,6) (4,5) (5,7) (5,7) (2,3) (1,2)
Day Trainee (2,3) (0,1) (1,2) (1,2) (2,3) (0,1) (0,0)
Late HeadNurse (1,1) (0,0) (0,0) (1,1) (1,1) (0,0) (1,1)
Late Nurse (3,3) (2,4) (2,3) (2,3) (1,2) (1,1) (1,2)
Late Caretaker (4,6) (5,8) (3,7) (3,6) (4,7) (1,2) (2,3)
Late Trainee (0,0) (0,0) (0,1) (2,2) (2,3) (0,0) (0,0)
Night HeadNurse (1,1) (0,0) (1,1) (1,1) (1,1) (1,1) (0,0)
Night Nurse (1,3) (2,2) (3,4) (1,1) (3,5) (1,1) (1,2)
Night Caretaker (5,7) (3,6) (3,5) (3,6) (4,7) (1,2) (3,3)
Night Trainee (1,2) (1,1) (1,2) (2,3) (2,2) (1,1) (0,0)

SHIFT_OFF_REQUESTS = 16
CT_58 Night Tue 
CT_50 Any Wed 
CT_51 Any Wed 
CT_56 Late Wed 
NU_14 Late Wed 
NU_15 Any Wed 
HN_1 Any Thu 
TR_64 Night Thu 
HN_1 Any Fri 
NU_26 Late Fri 
CT_57 Night Sat 
HN_6 Any Sat 
NU_21 Any Sat 
CT_56 Late Sun 
NU_14 Late Sun 
NU_17 Any Sun 
