WEEK_DATA
n035w16

REQUIREMENTS
Early HeadNurse (0,0) (1,1) (0,0) (0,0) (1,1) (0,0) (1,1)
Early Nurse (1,2) (1,2) (1,1) (1,1) (1,1) (1,1) (1,1)
Early Caretaker (1,3) (2,3) (2,4) (1,2) (2,5) (0,1) (1,1)
Early Trainee (1,1) (1,1) (0,0) (1,2) (0,0) (1,1) (1,1)
Day HeadNurse (0,0) (0,0) (0,0) (1,1) (0,0) (0,0) (1,1)
Day Nurse (1,1) (1,1) (1,2) (1,1) (1,2) (1,1) (1,1)
Day Caretaker (2,4) (2,3) (2,3) (2,4) (2,3) (1,1) (1,1)
Day Trainee (1,1) (1,1) (1,2) (1,2) (1,1) (0,0) (0,0)
Late HeadNurse (0,0) (1,1) (0,0) (0,0) (0,0) (0,0) (0,0)
Late Nurse (1,1) (1,1) (1,1) (1,1) (1,1) (1,1) (1,1)
Late Caretaker (1,3) (1,3) (1,2) (1,2) (2,3) (1,2) (1,1)
Late Trainee (0,1) (0,0) (0,0) (1,2) (0,1) (0,0) (1,1)
Night HeadNurse (0,0) (0,0) (0,0) (0,0) (0,0) (0,0) (0,0)
Night Nurse (1,1) (1,1) (1,1) (1,1) (1,1) (1,1) (1,1)
Night Caretaker (2,3) (1,3) (2,3) (2,3) (2,4) (0,0) (1,1)
Night Trainee (0,0) (0,1) (0,1) (1,1) (0,0) (1,1) (1,1)

SHIFT_OFF_REQUESTS = 17
CT_20 Day Mon 
CT_24 Late Mon 
HN_3 Any Mon 
NU_10 Any Mon 
TR_30 Early Mon 
CT_20 Day Tue 
CT_23 Any Tue 
TR_33 Late Tue 
CT_17 Night Thu 
NU_10 Any Thu 
NU_12 Any Thu 
CT_20 Early Fri 
CT_26 Early Fri 
NU_8 Any Fri 
TR_32 Any Fri 
CT_19 Late Sat 
NU_14 Day Sat 
