WEEK_DATA
n050w16

REQUIREMENTS
Early HeadNurse (1,1) (1,1) (1,1) (0,0) (0,0) (1,1) (1,1)
Early Nurse (2,3) (2,2) (2,2) (2,2) (2,2) (1,1) (1,1)
Early Caretaker (3,4) (3,4) (3,3) (2,4) (3,5) (2,2) (0,2)
Early Trainee (1,1) (1,2) (0,0) (1,1) (1,1) (1,1) (1,1)
Day HeadNurse (0,0) (0,0) (0,0) (0,0) (0,0) (1,1) (0,0)
Day Nurse (2,2) (3,4) (1,2) (2,2) (1,3) (1,1) (1,2)
Day Caretaker (3,5) (2,4) (3,4) (3,4) (4,4) (1,1) (1,1)
Day Trainee (0,2) (0,1) (0,2) (0,1) (1,1) (0,0) (1,2)
Late HeadNurse (1,1) (0,0) (0,0) (1,1) (0,0) (1,1) (0,0)
Late Nurse (2,2) (1,3) (2,3) (2,3) (1,2) (1,2) (1,1)
Late Caretaker (2,3) (2,4) (2,4) (3,4) (2,4) (2,2) (1,2)
Late Trainee (1,1) (1,1) (1,1) (1,2) (1,1) (1,2) (1,2)
Night HeadNurse (0,0) (0,0) (0,0) (0,0) (0,0) (0,0) (1,1)
Night Nurse (2,2) (3,4) (2,2) (2,2) (2,3) (1,1) (1,1)
Night Caretaker (3,5) (2,3) (3,3) (3,4) (3,4) (2,2) (1,2)
Night Trainee (0,2) (1,1) (1,1) (0,2) (1,1) (1,1) (1,1)

SHIFT_OFF_REQUESTS = 18
HN_3 Any Mon 
NU_27 Night Mon 
TR_45 Any Tue 
HN_3 Day Wed 
NU_11 Day Wed 
NU_14 Any Wed 
NU_19 Night Wed 
NU_8 Night Wed 
CT_35 Any Thu 
CT_37 Day Thu 
HN_1 Any Thu 
HN_5 Late Thu 
HN_3 Late Fri 
NU_6 Any Fri 
HN_1 Any Sat 
HN_5 Any Sat 
CT_31 Any Sun 
NU_8 Night Sun 
