WEEK_DATA
n035w32

REQUIREMENTS
Early HeadNurse (0,0) (1,1) (0,0) (1,1) (0,0) (1,1) (0,0)
Early Nurse (1,1) (1,1) (1,2) (1,1) (2,2) (1,1) (1,1)
Early Caretaker (2,2) (2,3) (1,3) (1,3) (2,2) (1,2) (0,1)
Early Trainee (1,1) (0,1) (0,0) (1,1) (0,0) (1,1) (1,1)
Day HeadNurse (1,1) (0,0) (0,0) (0,0) (1,1) (1,1) (0,0)
Day Nurse (1,1) (1,1) (1,1) (1,1) (1,1) (1,1) (1,1)
Day Caretaker (2,3) (3,4) (2,2) (2,3) (2,3) (0,0) (0,1)
Day Trainee (0,0) (1,1) (1,1) (1,1) (0,0) (1,1) (0,0)
Late HeadNurse (0,0) (0,0) (1,1) (0,0) (0,0) (0,0) (0,0)
Late Nurse (1,2) (1,1) (1,1) (1,2) (1,2) (1,1) (1,1)
Late Caretaker (2,3) (2,3) (1,3) (2,3) (3,3) (1,2) (0,2)
Late Trainee (1,1) (1,1) (1,1) (1,1) (1,1) (0,0) (0,0)
Night HeadNurse (0,0) (1,1) (0,0) (0,0) (0,0) (1,1) (1,1)
Night Nurse (1,1) (1,2) (1,2) (1,1) (1,1) (1,1) (1,1)
Night Caretaker (2,3) (2,4) (1,3) (1,2) (2,2) (1,1) (1,1)
Night Trainee (0,1) (1,1) (1,1) (1,1) (1,1) (1,1) (1,1)

SHIFT_OFF_REQUESTS = 19
CT_19 Night Mon 
CT_26 Day Tue 
CT_28 Any Tue 
HN_1 Night Tue 
HN_4 Night Tue 
NU_13 Any Tue 
HN_4 Any Wed 
NU_11 Any Wed 
NU_9 Late Wed 
TR_32 Late Wed 
CT_24 Early Thu 
CT_25 Day Thu 
NU_10 Day Thu 
TR_31 Late Thu 
NU_11 Any Fri 
NU_6 Night Fri 
NU_7 Any Fri 
TR_32 Any Fri 
CT_22 Night Sat 
