WEEK_DATA
n035w32

REQUIREMENTS
Early HeadNurse (0,0) (0,0) (0,0) (0,0) (0,0) (0,0) (0,0)
Early Nurse (1,2) (1,1) (1,1) (1,1) (1,2) (1,1) (1,1)
Early Caretaker (2,3) (2,3) (2,2) (2,2) (1,3) (0,2) (1,1)
Early Trainee (1,1) (1,1) (1,1) (1,1) (1,2) (0,1) (0,1)
Day HeadNurse (1,1) (1,1) (1,1) (0,0) (0,0) (0,0) (0,0)
Day Nurse (1,1) (1,1) (1,2) (1,1) (1,1) (1,1) (1,1)
Day Caretaker (2,3) (3,3) (2,3) (3,4) (1,2) (1,1) (1,1)
Day Trainee (1,1) (1,1) (1,1) (0,0) (1,1) (1,1) (1,1)
Late HeadNurse (0,0) (0,0) (0,0) (0,0) (0,0) (1,1) (1,1)
Late Nurse (1,1) (1,1) (1,1) (1,1) (1,2) (1,1) (1,1)
Late Caretaker (3,3) (1,3) (2,3) (1,2) (1,3) (1,2) (0,1)
Late Trainee (1,1) (1,1) (0,0) (1,1) (0,0) (0,0) (0,0)
Night HeadNurse (1,1) (0,0) (1,1) (1,1) (1,1) (1,1) (0,0)
Night Nurse (1,1) (1,1) (1,1) (1,1) (1,2) (1,1) (1,1)
Night Caretaker (2,3) (2,3) (2,3) (1,2) (3,3) (0,1) (0,0)
Night Trainee (0,0) (1,1) (1,2) (1,1) (0,1) (0,0) (0,1)

SHIFT_OFF_REQUESTS = 17
HN_5 Any Mon 
CT_25 Any Tue 
CT_26 Any Wed 
NU_9 Night Wed 
TR_30 Any Wed 
HN_0 Any Thu 
NU_7 Late Thu 
CT_21 Day Fri 
CT_26 Late Fri 
HN_5 Any Fri 
NU_6 Any Fri 
NU_9 Night Fri 
TR_31 Early Fri 
CT_26 Any Sat 
HN_3 Any Sat 
NU_10 Late Sun 
NU_6 Late Sun 
