WEEK_DATA
n035w32

REQUIREMENTS
Early HeadNurse (0,0) (0,0) (0,0) (0,0) (0,0) (0,0) (0,0)
Early Nurse (1,1) (1,1) (1,1) (1,2) (1,1) (1,1) (1,1)
Early Caretaker (0,2) (2,3) (1,3) (1,3) (2,2) (1,1) (1,2)
Early Trainee (1,1) (1,2) (1,1) (1,1) (1,1) (1,1) (0,1)
Day HeadNurse (0,0) (1,1) (0,0) (1,1) (1,1) (1,1) (0,0)
Day Nurse (1,2) (1,1) (1,1) (1,1) (1,1) (1,1) (1,1)
Day Caretaker (2,3) (1,2) (3,3) (3,3) (2,2) (0,0) (1,2)
Day Trainee (0,1) (0,0) (0,0) (1,2) (0,1) (1,1) (0,1)
Late HeadNurse (0,0) (1,1) (1,1) (0,0) (0,0) (0,0) (0,0)
Late Nurse (1,1) (1,1) (1,1) (1,2) (1,1) (1,1) (1,1)
Late Caretaker (2,3) (2,4) (2,3) (3,4) (2,4) (1,1) (1,1)
Late Trainee (1,1) (1,1) (0,0) (0,1) (0,0) (1,1) (1,1)
Night HeadNurse (0,0) (0,0) (0,0) (1,1) (1,1) (1,1) (0,0)
Night Nurse (1,1) (1,2) (1,1) (1,2) (1,2) (1,1) (1,1)
Night Caretaker (2,2) (2,2) (2,3) (2,4) (1,2) (0,0) (1,2)
Night Trainee (1,1) (0,0) (1,1) (0,0) (1,1) (0,1) (0,0)

SHIFT_OFF_REQUESTS = 16
CT_21 Any Mon 
CT_28 Any Mon 
CT_19 Late Tue 
HN_0 Any Tue 
NU_13 Any Tue 
TR_30 Any Tue 
CT_28 Any Wed 
HN_1 Day Wed 
HN_2 Any Thu 
HN_5 Any Thu 
HN_0 Any Fri 
HN_1 Any Fri 
HN_2 Night Fri 
NU_7 Any Sat 
NU_8 Any Sat 
NU_11 Any Sun 
