WEEK_DATA
n080w16

REQUIREMENTS
Early HeadNurse (1,1) (1,1) (0,0) (1,1) (0,0) (1,1) (1,1)
Early Nurse (2,2) (1,2) (1,1) (1,1) (2,2) (1,1) (1,1)
Early Caretaker (4,6) (3,7) (4,7) (5,7) (6,7) (2,3) (2,3)
Early Trainee (2,2) (2,3) (1,2) (3,4) (1,2) (1,1) (0,1)
Day HeadNurse (0,0) (0,1) (1,1) (1,1) (1,1) (1,1) (1,1)
Day Nurse (1,2) (1,1) (2,2) (2,2) (2,2) (1,1) (1,1)
Day Caretaker (5,8) (5,8) (3,6) (6,9) (5,7) (3,5) (2,3)
Day Trainee (2,3) (2,3) (1,3) (1,3) (2,3) (1,1) (1,1)
Late HeadNurse (1,1) (1,1) (1,1) (1,1) (1,1) (1,1) (1,1)
Late Nurse (1,1) (2,2) (1,1) (2,3) (2,2) (1,1) (1,1)
Late Caretaker (5,8) (4,7) (5,8) (5,7) (6,8) (3,3) (2,5)
Late Trainee (2,2) (1,3) (2,2) (1,2) (1,2) (1,1) (1,2)
Night HeadNurse (1,1) (0,0) (0,0) (1,1) (1,1) (0,1) (0,1)
Night Nurse (1,2) (1,1) (1,1) (1,2) (2,2) (1,1) (1,1)
Night Caretaker (3,5) (5,7) (4,8) (4,6) (4,7) (1,3) (2,3)
Night Trainee (2,3) (2,3) (2,4) (2,2) (0,0) (1,1) (0,0)

SHIFT_OFF_REQUESTS = 19
TR_64 Day Mon 
TR_69 Day Mon 
NU_13 Any Tue 
NU_15 Late Tue 
NU_18 Any Tue 
TR_72 Early Tue 
CT_22 Any Wed 
CT_57 Late Wed 
HN_3 Early Wed 
HN_7 Early Wed 
NU_15 Late Wed 
CT_49 Night Thu 
TR_74 Any Thu 
CT_21 Early Fri 
TR_64 Any Fri 
TR_71 Night Fri 
TR_78 Any Fri 
CT_27 Late Sat 
CT_35 Any Sat 
