WEEK_DATA
n110w32

REQUIREMENTS
Early HeadNurse (1,2) (2,2) (1,1) (2,2) (2,2) (1,1) (0,1)
Early Nurse (3,4) (3,3) (2,3) (2,4) (2,3) (1,2) (1,1)
Early Caretaker (6,8) (7,9) (6,7) (6,9) (5,6) (3,5) (2,3)
Early Trainee (3,4) (2,3) (2,4) (2,4) (2,4) (2,2) (2,3)
Day HeadNurse (1,2) (1,2) (2,2) (1,1) (1,1) (0,0) (1,1)
Day Nurse (1,2) (3,4) (1,2) (1,2) (2,2) (1,2) (1,1)
Day Caretaker (7,8) (5,6) (3,6) (7,8) (4,6) (1,3) (2,4)
Day Trainee (3,3) (3,4) (4,5) (4,4) (3,4) (1,1) (1,1)
Late HeadNurse (2,2) (2,2) (0,0) (0,0) (0,0) (1,1) (1,1)
Late Nurse (1,2) (2,3) (3,4) (2,2) (2,3) (1,1) (1,1)
Late Caretaker (4,8) (8,9) (5,8) (5,7) (6,8) (2,2) (3,3)
Late Trainee (1,3) (3,3) (4,5) (2,3) (3,4) (0,1) (1,2)
Night HeadNurse (2,2) (1,2) (1,1) (0,0) (0,1) (1,1) (0,0)
Night Nurse (2,2) (2,2) (3,3) (1,1) (2,3) (2,2) (1,2)
Night Caretaker (5,7) (7,9) (5,7) (5,8) (6,7) (2,4) (1,3)
Night Trainee (1,2) (4,4) (2,4) (3,4) (2,4) (1,1) (1,1)

SHIFT_OFF_REQUESTS = 16
CT_42 Any Mon 
CT_46 Any Tue 
CT_72 Any Tue 
HN_4 Late Tue 
NU_36 Any Tue 
HN_19 Late Thu 
TR_103 Any Thu 
HN_6 Late Fri 
NU_29 Late Fri 
TR_83 Any Fri 
NU_24 Any Sat 
TR_101 Any Sat 
TR_89 Any Sat 
TR_96 Any Sat 
NU_26 Late Sun 
NU_33 Any Sun 
