WEEK_DATA
n030w32

REQUIREMENTS
Early HeadNurse (1,1) (0,0) (0,0) (0,0) (0,0) (0,0) (0,0)
Early Nurse (1,1) (1,2) (1,1) (1,2) (1,1) (1,1) (1,1)
Early Caretaker (3,3) (1,3) (1,2) (1,2) (3,3) (0,1) (1,2)
Early Trainee (1,1) (0,0) (1,1) (1,1) (1,1) (0,0) (1,1)
Day HeadNurse (0,0) (0,0) (0,0) (0,0) (1,1) (0,0) (1,1)
Day Nurse (1,1) (1,2) (1,1) (1,1) (1,1) (1,1) (1,1)
Day Caretaker (1,2) (1,2) (2,3) (2,2) (1,3) (1,1) (1,1)
Day Trainee (1,1) (1,1) (0,0) (0,0) (1,1) (0,0) (0,0)
Late HeadNurse (0,0) (0,0) (1,1) (0,0) (0,0) (0,0) (0,0)
Late Nurse (1,1) (1,1) (1,1) (1,1) (1,2) (1,1) (1,1)
Late Caretaker (1,2) (2,2) (2,2) (2,3) (3,3) (1,1) (1,2)
Late Trainee (1,1) (0,0) (0,0) (0,0) (0,0) (1,1) (1,1)
Night HeadNurse (0,0) (0,0) (0,0) (0,0) (1,1) (0,0) (0,0)
Night Nurse (1,1) (1,1) (1,1) (1,1) (1,2) (1,1) (1,1)
Night Caretaker (1,2) (1,2) (2,3) (2,2) (2,3) (1,1) (1,1)
Night Trainee (1,1) (1,1) (1,1) (1,1) (0,0) (1,1) (0,0)

SHIFT_OFF_REQUESTS = 18
NU_13 Night Mon 
CT_20 Late Tue 
NU_10 Early Tue 
TR_25 Late Tue 
NU_16 Any Wed 
TR_28 Any Wed 
NU_12 Early Thu 
NU_16 Day Thu 
NU_8 Any Thu 
HN_2 Day Fri 
NU_14 Day Fri 
NU_9 Late Fri 
TR_27 Night Fri 
TR_28 Any Fri 
HN_1 Early Sat 
NU_8 Night Sat 
CT_21 Any Sun 
NU_8 Any Sun 
