WEEK_DATA
n030w32

REQUIREMENTS
Early HeadNurse (0,0) (1,1) (0,0) (0,0) (0,0) (0,0) (0,0)
Early Nurse (1,1) (1,2) (1,1) (1,1) (1,1) (1,1) (1,1)
Early Caretaker (2,3) (1,2) (2,2) (2,2) (2,3) (1,2) (1,1)
Early Trainee (0,1) (0,0) (1,1) (0,0) (1,1) (0,1) (0,0)
Day HeadNurse (0,0) (0,0) (0,0) (0,0) (0,0) (0,0) (1,1)
Day Nurse (1,1) (1,1) (1,1) (1,1) (1,1) (1,1) (1,1)
Day Caretaker (2,3) (1,2) (1,2) (2,2) (2,3) (1,2) (0,0)
Day Trainee (1,1) (0,0) (0,0) (0,0) (1,1) (0,0) (0,0)
Late HeadNurse (0,0) (0,0) (0,0) (0,0) (0,0) (0,0) (0,0)
Late Nurse (1,1) (1,1) (1,2) (1,2) (1,1) (1,1) (1,1)
Late Caretaker (1,2) (2,3) (2,3) (1,2) (1,1) (1,1) (1,2)
Late Trainee (1,1) (0,0) (1,1) (0,1) (0,0) (1,1) (0,0)
Night HeadNurse (0,0) (0,0) (0,0) (0,0) (0,0) (1,1) (0,0)
Night Nurse (1,1) (1,1) (1,1) (1,2) (1,1) (1,1) (1,1)
Night Caretaker (3,3) (1,3) (1,2) (2,2) (1,2) (0,1) (0,1)
Night Trainee (1,1) (1,1) (1,1) (1,1) (1,1) (1,1) (0,0)

SHIFT_OFF_REQUESTS = 19
NU_6 Any Mon 
NU_13 Any Tue 
CT_24 Any Wed 
TR_28 Day Wed 
HN_1 Any Thu 
HN_3 Day Thu 
NU_15 Day Thu 
NU_11 Any Fri 
NU_5 Late Fri 
NU_8 Day Fri 
NU_9 Day Fri 
TR_28 Any Fri 
CT_18 Any Sat 
NU_5 Late Sat 
NU_8 Late Sat 
TR_29 Any Sat 
CT_22 Any Sun 
HN_1 Any Sun 
TR_27 Any Sun 
