WEEK_DATA
n080w32

REQUIREMENTS
Early HeadNurse (1,1) (0,0) (1,1) (0,0) (1,1) (1,1) (0,1)
Early Nurse (1,2) (1,1) (1,1) (1,2) (1,2) (1,1) (1,2)
Early Caretaker (3,6) (4,6) (4,7) (4,7) (4,7) (2,3) (1,4)
Early Trainee (2,3) (2,2) (1,2) (2,3) (0,1) (1,1) (1,1)
Day HeadNurse (0,1) (1,1) (0,0) (1,1) (1,1) (0,0) (1,1)
Day Nurse (1,1) (1,2) (1,1) (1,1) (1,1) (1,1) (1,1)
Day Caretaker (4,8) (4,7) (4,8) (3,5) (3,6) (3,3) (1,2)
Day Trainee (2,3) (2,2) (2,2) (1,2) (1,2) (0,0) (1,1)
Late HeadNurse (1,1) (1,1) (1,1) (0,0) (0,1) (1,1) (1,1)
Late Nurse (1,2) (1,1) (1,1) (1,1) (1,1) (1,1) (1,1)
Late Caretaker (4,6) (4,7) (4,6) (4,6) (4,8) (2,4) (1,2)
Late Trainee (2,2) (1,3) (2,2) (2,2) (1,1) (1,2) (0,1)
Night HeadNurse (0,1) (1,1) (1,1) (0,0) (0,0) (0,0) (1,1)
Night Nurse (1,2) (1,1) (1,1) (1,1) (1,1) (1,1) (1,1)
Night Caretaker (3,6) (3,6) (3,6) (3,5) (4,6) (2,4) (1,3)
Night Trainee (1,1) (2,2) (1,2) (1,2) (2,3) (0,0) (1,1)

SHIFT_OFF_REQUESTS = 17
TR_71 Any Mon 
HN_6 Any Tue 
NU_12 Night Tue 
TR_72 Any Tue 
TR_75 Any Tue 
CT_20 Any Wed 
CT_25 Any Thu 
CT_29 Day Thu 
CT_54 Day Thu 
HN_0 Late Thu 
TR_64 Early Thu 
CT_59 Any Fri 
NU_15 Any Fri 
CT_21 Day Sat 
CT_44 Any Sat 
CT_47 Any Sun 
TR_75 Day Sun 
